,0,ReviewID
0,0,92876
1,0,92877
2,0,92878
3,0,92879
4,0,92880
5,0,92881
6,0,92882
7,1,92883
8,0,92884
9,0,92885
10,0,92886
11,0,92887
12,0,92888
13,0,92889
14,0,92890
15,0,92891
16,1,92892
17,0,92893
18,0,92894
19,0,92895
20,0,92896
21,0,92897
22,0,92898
23,0,92899
24,0,92900
25,0,92901
26,0,92902
27,0,92903
28,1,92904
29,0,92905
30,0,92906
31,0,92907
32,0,92908
33,0,92909
34,0,92910
35,0,92911
36,0,92912
37,0,92913
38,0,92914
39,0,92915
40,0,92916
41,0,92917
42,0,92918
43,0,92919
44,0,92920
45,0,92921
46,1,92922
47,0,92923
48,0,92924
49,0,92925
50,0,92926
51,0,92927
52,0,92928
53,0,92929
54,0,92930
55,0,92931
56,0,92932
57,0,92933
58,1,92934
59,0,92935
60,0,92936
61,1,92937
62,0,92938
63,0,92939
64,0,92940
65,0,92941
66,0,92942
67,0,92943
68,0,92944
69,0,92945
70,0,92946
71,0,92947
72,0,92948
73,0,92949
74,0,92950
75,0,92951
76,0,92952
77,0,92953
78,1,92954
79,0,92955
80,0,92956
81,0,92957
82,0,92958
83,0,92959
84,0,92960
85,0,92961
86,0,92962
87,0,92963
88,0,92964
89,0,92965
90,0,92966
91,0,92967
92,0,92968
93,0,92969
94,0,92970
95,0,92971
96,0,92972
97,0,92973
98,0,92974
99,0,92975
100,0,92976
101,0,92977
102,0,92978
103,0,92979
104,0,92980
105,0,92981
106,0,92982
107,0,92983
108,0,92984
109,0,92985
110,0,92986
111,0,92987
112,0,92988
113,0,92989
114,0,92990
115,0,92991
116,0,92992
117,0,92993
118,0,92994
119,0,92995
120,0,92996
121,0,92997
122,0,92998
123,1,92999
124,1,93000
125,1,93001
126,0,93002
127,0,93003
128,0,93004
129,1,93005
130,0,93006
131,0,93007
132,0,93008
133,1,93009
134,0,93010
135,0,93011
136,0,93012
137,0,93013
138,0,93014
139,0,93015
140,0,93016
141,0,93017
142,0,93018
143,0,93019
144,0,93020
145,0,93021
146,0,93022
147,0,93023
148,0,93024
149,0,93025
150,0,93026
151,0,93027
152,0,93028
153,1,93029
154,0,93030
155,0,93031
156,0,93032
157,0,93033
158,0,93034
159,0,93035
160,0,93036
161,0,93037
162,0,93038
163,0,93039
164,0,93040
165,0,93041
166,0,93042
167,0,93043
168,0,93044
169,0,93045
170,0,93046
171,0,93047
172,0,93048
173,0,93049
174,0,93050
175,0,93051
176,0,93052
177,0,93053
178,0,93054
179,0,93055
180,0,93056
181,0,93057
182,0,93058
183,0,93059
184,0,93060
185,0,93061
186,0,93062
187,0,93063
188,0,93064
189,0,93065
190,0,93066
191,0,93067
192,0,93068
193,0,93069
194,0,93070
195,0,93071
196,0,93072
197,0,93073
198,0,93074
199,0,93075
200,0,93076
201,0,93077
202,0,93078
203,0,93079
204,0,93080
205,0,93081
206,0,93082
207,0,93083
208,0,93084
209,0,93085
210,0,93086
211,0,93087
212,0,93088
213,0,93089
214,0,93090
215,0,93091
216,0,93092
217,0,93093
218,0,93094
219,0,93095
220,0,93096
221,0,93097
222,0,93098
223,0,93099
224,0,93100
225,0,93101
226,0,93102
227,0,93103
228,0,93104
229,0,93105
230,0,93106
231,0,93107
232,0,93108
233,0,93109
234,0,93110
235,0,93111
236,0,93112
237,0,93113
238,1,93114
239,0,93115
240,0,93116
241,0,93117
242,0,93118
243,0,93119
244,0,93120
245,0,93121
246,0,93122
247,0,93123
248,0,93124
249,0,93125
250,0,93126
251,0,93127
252,0,93128
253,0,93129
254,0,93130
255,0,93131
256,0,93132
257,1,93133
258,0,93134
259,0,93135
260,0,93136
261,0,93137
262,0,93138
263,0,93139
264,0,93140
265,0,93141
266,0,93142
267,0,93143
268,0,93144
269,0,93145
270,0,93146
271,0,93147
272,0,93148
273,0,93149
274,0,93150
275,0,93151
276,0,93152
277,0,93153
278,0,93154
279,0,93155
280,0,93156
281,0,93157
282,0,93158
283,0,93159
284,0,93160
285,0,93161
286,0,93162
287,0,93163
288,0,93164
289,0,93165
290,0,93166
291,0,93167
292,0,93168
293,1,93169
294,0,93170
295,0,93171
296,0,93172
297,0,93173
298,0,93174
299,1,93175
300,0,93176
301,0,93177
302,0,93178
303,0,93179
304,0,93180
305,0,93181
306,0,93182
307,0,93183
308,0,93184
309,0,93185
310,0,93186
311,0,93187
312,0,93188
313,0,93189
314,1,93190
315,1,93191
316,0,93192
317,0,93193
318,0,93194
319,0,93195
320,0,93196
321,0,93197
322,0,93198
323,0,93199
324,0,93200
325,1,93201
326,1,93202
327,0,93203
328,0,93204
329,0,93205
330,0,93206
331,0,93207
332,0,93208
333,0,93209
334,0,93210
335,0,93211
336,0,93212
337,0,93213
338,0,93214
339,0,93215
340,0,93216
341,0,93217
342,0,93218
343,0,93219
344,0,93220
345,0,93221
346,0,93222
347,0,93223
348,0,93224
349,0,93225
350,0,93226
351,0,93227
352,0,93228
353,0,93229
354,1,93230
355,0,93231
356,0,93232
357,0,93233
358,0,93234
359,0,93235
360,0,93236
361,0,93237
362,0,93238
363,1,93239
364,0,93240
365,0,93241
366,0,93242
367,0,93243
368,0,93244
369,0,93245
370,1,93246
371,0,93247
372,0,93248
373,0,93249
374,0,93250
375,1,93251
376,0,93252
377,0,93253
378,0,93254
379,0,93255
380,0,93256
381,0,93257
382,0,93258
383,0,93259
384,0,93260
385,0,93261
386,0,93262
387,0,93263
388,0,93264
389,0,93265
390,0,93266
391,0,93267
392,0,93268
393,0,93269
394,0,93270
395,0,93271
396,0,93272
397,0,93273
398,0,93274
399,0,93275
400,0,93276
401,0,93277
402,0,93278
403,0,93279
404,0,93280
405,0,93281
406,1,93282
407,0,93283
408,0,93284
409,0,93285
410,0,93286
411,0,93287
412,0,93288
413,0,93289
414,0,93290
415,0,93291
416,0,93292
417,0,93293
418,0,93294
419,0,93295
420,0,93296
421,0,93297
422,1,93298
423,0,93299
424,0,93300
425,0,93301
426,0,93302
427,0,93303
428,0,93304
429,0,93305
430,0,93306
431,0,93307
432,0,93308
433,0,93309
434,0,93310
435,0,93311
436,0,93312
437,0,93313
438,0,93314
439,0,93315
440,0,93316
441,0,93317
442,0,93318
443,1,93319
444,0,93320
445,0,93321
446,0,93322
447,0,93323
448,0,93324
449,0,93325
450,0,93326
451,0,93327
452,0,93328
453,0,93329
454,1,93330
455,1,93331
456,0,93332
457,0,93333
458,0,93334
459,0,93335
460,0,93336
461,0,93337
462,0,93338
463,0,93339
464,0,93340
465,0,93341
466,0,93342
467,0,93343
468,0,93344
469,0,93345
470,0,93346
471,0,93347
472,0,93348
473,1,93349
474,0,93350
475,0,93351
476,0,93352
477,0,93353
478,0,93354
479,0,93355
480,0,93356
481,0,93357
482,1,93358
483,0,93359
484,0,93360
485,0,93361
486,0,93362
487,0,93363
488,0,93364
489,0,93365
490,0,93366
491,0,93367
492,0,93368
493,0,93369
494,0,93370
495,0,93371
496,0,93372
497,0,93373
498,0,93374
499,0,93375
500,0,93376
501,0,93377
502,1,93378
503,0,93379
504,0,93380
505,0,93381
506,0,93382
507,0,93383
508,0,93384
509,1,93385
510,0,93386
511,0,93387
512,0,93388
513,1,93389
514,0,93390
515,0,93391
516,0,93392
517,1,93393
518,0,93394
519,0,93395
520,0,93396
521,0,93397
522,0,93398
523,0,93399
524,0,93400
525,0,93401
526,0,93402
527,0,93403
528,0,93404
529,0,93405
530,0,93406
531,0,93407
532,0,93408
533,0,93409
534,0,93410
535,0,93411
536,1,93412
537,0,93413
538,0,93414
539,0,93415
540,1,93416
541,0,93417
542,0,93418
543,0,93419
544,0,93420
545,0,93421
546,0,93422
547,0,93423
548,0,93424
549,0,93425
550,0,93426
551,0,93427
552,0,93428
553,0,93429
554,1,93430
555,0,93431
556,0,93432
557,1,93433
558,0,93434
559,0,93435
560,0,93436
561,0,93437
562,0,93438
563,0,93439
564,0,93440
565,0,93441
566,0,93442
567,0,93443
568,1,93444
569,0,93445
570,0,93446
571,0,93447
572,0,93448
573,0,93449
574,0,93450
575,1,93451
576,0,93452
577,0,93453
578,0,93454
579,0,93455
580,1,93456
581,0,93457
582,0,93458
583,0,93459
584,0,93460
585,0,93461
586,0,93462
587,0,93463
588,0,93464
589,0,93465
590,0,93466
591,0,93467
592,0,93468
593,0,93469
594,0,93470
595,0,93471
596,0,93472
597,0,93473
598,0,93474
599,0,93475
600,0,93476
601,0,93477
602,1,93478
603,0,93479
604,0,93480
605,0,93481
606,0,93482
607,0,93483
608,0,93484
609,0,93485
610,0,93486
611,0,93487
612,0,93488
613,0,93489
614,0,93490
615,0,93491
616,0,93492
617,0,93493
618,0,93494
619,0,93495
620,0,93496
621,0,93497
622,0,93498
623,0,93499
624,0,93500
625,0,93501
626,0,93502
627,0,93503
628,0,93504
629,0,93505
630,0,93506
631,0,93507
632,0,93508
633,0,93509
634,0,93510
635,0,93511
636,0,93512
637,0,93513
638,0,93514
639,0,93515
640,0,93516
641,1,93517
642,1,93518
643,0,93519
644,0,93520
645,0,93521
646,0,93522
647,0,93523
648,0,93524
649,0,93525
650,0,93526
651,0,93527
652,0,93528
653,0,93529
654,0,93530
655,0,93531
656,0,93532
657,0,93533
658,0,93534
659,0,93535
660,0,93536
661,0,93537
662,0,93538
663,0,93539
664,0,93540
665,0,93541
666,0,93542
667,0,93543
668,0,93544
669,0,93545
670,0,93546
671,0,93547
672,0,93548
673,0,93549
674,0,93550
675,0,93551
676,0,93552
677,0,93553
678,0,93554
679,0,93555
680,0,93556
681,0,93557
682,0,93558
683,0,93559
684,0,93560
685,0,93561
686,0,93562
687,0,93563
688,0,93564
689,0,93565
690,0,93566
691,0,93567
692,0,93568
693,0,93569
694,0,93570
695,0,93571
696,0,93572
697,0,93573
698,0,93574
699,0,93575
700,0,93576
701,0,93577
702,0,93578
703,0,93579
704,0,93580
705,0,93581
706,0,93582
707,0,93583
708,0,93584
709,0,93585
710,0,93586
711,0,93587
712,0,93588
713,0,93589
714,0,93590
715,1,93591
716,0,93592
717,0,93593
718,0,93594
719,0,93595
720,0,93596
721,0,93597
722,0,93598
723,0,93599
724,0,93600
725,0,93601
726,0,93602
727,0,93603
728,0,93604
729,0,93605
730,0,93606
731,0,93607
732,0,93608
733,0,93609
734,0,93610
735,0,93611
736,0,93612
737,0,93613
738,0,93614
739,0,93615
740,0,93616
741,1,93617
742,0,93618
743,0,93619
744,1,93620
745,0,93621
746,0,93622
747,0,93623
748,0,93624
749,0,93625
750,0,93626
751,0,93627
752,0,93628
753,0,93629
754,0,93630
755,0,93631
756,0,93632
757,0,93633
758,0,93634
759,0,93635
760,1,93636
761,0,93637
762,0,93638
763,0,93639
764,0,93640
765,0,93641
766,1,93642
767,0,93643
768,0,93644
769,0,93645
770,0,93646
771,0,93647
772,0,93648
773,0,93649
774,0,93650
775,1,93651
776,0,93652
777,0,93653
778,0,93654
779,0,93655
780,0,93656
781,0,93657
782,0,93658
783,0,93659
784,0,93660
785,0,93661
786,0,93662
787,1,93663
788,0,93664
789,0,93665
790,0,93666
791,0,93667
792,0,93668
793,0,93669
794,0,93670
795,0,93671
796,0,93672
797,0,93673
798,0,93674
799,0,93675
800,0,93676
801,0,93677
802,0,93678
803,0,93679
804,0,93680
805,0,93681
806,0,93682
807,0,93683
808,1,93684
809,0,93685
810,0,93686
811,0,93687
812,0,93688
813,0,93689
814,0,93690
815,0,93691
816,0,93692
817,0,93693
818,1,93694
819,0,93695
820,0,93696
821,0,93697
822,0,93698
823,0,93699
824,0,93700
825,0,93701
826,0,93702
827,0,93703
828,0,93704
829,0,93705
830,0,93706
831,0,93707
832,0,93708
833,0,93709
834,1,93710
835,0,93711
836,0,93712
837,0,93713
838,0,93714
839,0,93715
840,1,93716
841,1,93717
842,0,93718
843,0,93719
844,0,93720
845,0,93721
846,1,93722
847,0,93723
848,0,93724
849,0,93725
850,1,93726
851,0,93727
852,0,93728
853,0,93729
854,0,93730
855,0,93731
856,0,93732
857,0,93733
858,0,93734
859,0,93735
860,0,93736
861,1,93737
862,0,93738
863,0,93739
864,0,93740
865,0,93741
866,1,93742
867,0,93743
868,0,93744
869,0,93745
870,0,93746
871,0,93747
872,0,93748
873,0,93749
874,0,93750
875,1,93751
876,0,93752
877,0,93753
878,0,93754
879,0,93755
880,0,93756
881,0,93757
882,0,93758
883,0,93759
884,0,93760
885,0,93761
886,0,93762
887,0,93763
888,0,93764
889,0,93765
890,0,93766
891,0,93767
892,0,93768
893,0,93769
894,0,93770
895,0,93771
896,0,93772
897,0,93773
898,0,93774
899,1,93775
900,0,93776
901,0,93777
902,1,93778
903,0,93779
904,0,93780
905,0,93781
906,0,93782
907,0,93783
908,0,93784
909,0,93785
910,0,93786
911,0,93787
912,1,93788
913,0,93789
914,0,93790
915,0,93791
916,0,93792
917,0,93793
918,0,93794
919,0,93795
920,0,93796
921,0,93797
922,0,93798
923,0,93799
924,0,93800
925,0,93801
926,0,93802
927,0,93803
928,0,93804
929,0,93805
930,0,93806
931,0,93807
932,0,93808
933,0,93809
934,0,93810
935,0,93811
936,0,93812
937,0,93813
938,0,93814
939,0,93815
940,0,93816
941,0,93817
942,0,93818
943,0,93819
944,0,93820
945,0,93821
946,0,93822
947,0,93823
948,0,93824
949,0,93825
950,0,93826
951,0,93827
952,0,93828
953,0,93829
954,0,93830
955,0,93831
956,0,93832
957,0,93833
958,0,93834
959,0,93835
960,0,93836
961,0,93837
962,0,93838
963,0,93839
964,0,93840
965,0,93841
966,0,93842
967,0,93843
968,0,93844
969,0,93845
970,0,93846
971,0,93847
972,0,93848
973,0,93849
974,0,93850
975,0,93851
976,0,93852
977,0,93853
978,0,93854
979,0,93855
980,0,93856
981,0,93857
982,0,93858
983,0,93859
984,0,93860
985,0,93861
986,0,93862
987,0,93863
988,0,93864
989,0,93865
990,0,93866
991,0,93867
992,0,93868
993,0,93869
994,1,93870
995,0,93871
996,0,93872
997,0,93873
998,0,93874
999,0,93875
1000,1,93876
1001,0,93877
1002,0,93878
1003,0,93879
1004,0,93880
1005,0,93881
1006,0,93882
1007,0,93883
1008,0,93884
1009,0,93885
1010,0,93886
1011,0,93887
1012,0,93888
1013,0,93889
1014,1,93890
1015,0,93891
1016,0,93892
1017,0,93893
1018,0,93894
1019,0,93895
1020,0,93896
1021,1,93897
1022,0,93898
1023,0,93899
1024,0,93900
1025,1,93901
1026,0,93902
1027,0,93903
1028,0,93904
1029,0,93905
1030,0,93906
1031,0,93907
1032,0,93908
1033,0,93909
1034,0,93910
1035,0,93911
1036,0,93912
1037,0,93913
1038,0,93914
1039,0,93915
1040,0,93916
1041,0,93917
1042,0,93918
1043,0,93919
1044,0,93920
1045,0,93921
1046,0,93922
1047,0,93923
1048,0,93924
1049,0,93925
1050,1,93926
1051,0,93927
1052,0,93928
1053,0,93929
1054,0,93930
1055,0,93931
1056,0,93932
1057,1,93933
1058,0,93934
1059,1,93935
1060,0,93936
1061,0,93937
1062,0,93938
1063,0,93939
1064,1,93940
1065,0,93941
1066,0,93942
1067,0,93943
1068,0,93944
1069,0,93945
1070,0,93946
1071,0,93947
1072,0,93948
1073,0,93949
1074,0,93950
1075,0,93951
1076,0,93952
1077,0,93953
1078,0,93954
1079,0,93955
1080,0,93956
1081,0,93957
1082,1,93958
1083,1,93959
1084,0,93960
1085,0,93961
1086,0,93962
1087,0,93963
1088,0,93964
1089,0,93965
1090,0,93966
1091,0,93967
1092,0,93968
1093,0,93969
1094,0,93970
1095,0,93971
1096,0,93972
1097,0,93973
1098,0,93974
1099,0,93975
1100,0,93976
1101,0,93977
1102,0,93978
1103,0,93979
1104,0,93980
1105,0,93981
1106,0,93982
1107,0,93983
1108,0,93984
1109,0,93985
1110,0,93986
1111,0,93987
1112,0,93988
1113,0,93989
1114,0,93990
1115,0,93991
1116,0,93992
1117,1,93993
1118,0,93994
1119,0,93995
1120,0,93996
1121,0,93997
1122,0,93998
1123,0,93999
1124,0,94000
1125,0,94001
1126,0,94002
1127,1,94003
1128,0,94004
1129,0,94005
1130,0,94006
1131,0,94007
1132,0,94008
1133,0,94009
1134,1,94010
1135,0,94011
1136,0,94012
1137,0,94013
1138,0,94014
1139,1,94015
1140,0,94016
1141,1,94017
1142,0,94018
1143,0,94019
1144,0,94020
1145,1,94021
1146,0,94022
1147,0,94023
1148,0,94024
1149,0,94025
1150,0,94026
1151,0,94027
1152,0,94028
1153,0,94029
1154,0,94030
1155,0,94031
1156,0,94032
1157,0,94033
1158,0,94034
1159,0,94035
1160,0,94036
1161,1,94037
1162,0,94038
1163,0,94039
1164,0,94040
1165,0,94041
1166,0,94042
1167,0,94043
1168,0,94044
1169,0,94045
1170,0,94046
1171,0,94047
1172,1,94048
1173,0,94049
1174,0,94050
1175,1,94051
1176,0,94052
1177,0,94053
1178,0,94054
1179,0,94055
1180,0,94056
1181,0,94057
1182,0,94058
1183,0,94059
1184,0,94060
1185,0,94061
1186,0,94062
1187,0,94063
1188,0,94064
1189,0,94065
1190,0,94066
1191,0,94067
1192,0,94068
1193,0,94069
1194,0,94070
1195,0,94071
1196,0,94072
1197,0,94073
1198,0,94074
1199,0,94075
